id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
364204209,"Fieldrunners for iPad",219693056,USD,3.99,2147,23,4,5,1.3.177598,9,Games,24,5,1,1
364234221,"Angry Birds HD",176164864,USD,0,89110,114,4.5,4,7.4.0,4,Games,24,5,10,1
364252504,"The Weather Channel App for iPad  best local forecast, radar map, and storm tracking",59101184,USD,0,208648,25664,4,4.5,4.5.1,4,Weather,24,4,1,1
364267763,"Do Not Press The Red Button HD",10907191,USD,1.99,856,38,2.5,3.5,1.2,12,Entertainment,26,3,1,1
364500115,"Digits, the calculator for humans",4177920,USD,3.99,7825,828,4.5,4.5,2.2.1,4,Productivity,43,5,1,1
364502063,"PDF Reader Pro Edition - Annotate,edit & sign PDFs",62978048,USD,9.99,7033,119,4,4.5,8.3,4,Business,37,5,11,1
364733950,"National Geographic World Atlas",66138112,USD,1.99,4255,209,4,2,4.1.1,4,Reference,38,5,1,1
364738545,"FileBrowser - Access files on remote computers",68073472,USD,5.99,3230,5,4.5,4,9.7,4,Utilities,37,5,7,1
364740856,"Dictionary.com Dictionary & Thesaurus for iPad",165748736,USD,0,54175,10176,4.5,4.5,4,4,Reference,24,5,9,1
364762290,"Animation & Drawing by Do Ink",33857536,USD,4.99,308,8,4,4.5,4.5,4,Education,24,5,1,1
364899325,"AirCoaster - Roller Coaster Builder",22763520,USD,0.99,2602,71,3,4.5,2,9,Games,37,4,1,1
364901807,"Documents 6 - File manager, PDF reader and browser",107259904,USD,0,29110,324,4.5,4.5,6,17,Productivity,37,5,9,1
364904019,"The World Factbook for iPad",73224192,USD,1.99,273,8,3.5,4.5,1.2.3,4,Reference,26,5,1,1
365152940,"Photo Transfer App - Easy backup of photos+videos",45182976,USD,0,15654,24,4.5,4.5,6.2.1,4,"Photo & Video",37,5,2,1
365235835,"TwitCasting Viewer - Watch Live Video & Radio",16292864,USD,0,189,0,2.5,0,4.169,12,Entertainment,37,1,9,1
365724094,"Ski Tracks",24851456,USD,0.99,829,16,4.5,4.5,1.6.5,4,Navigation,24,0,7,1
366195670,"The Photographer's Ephemeris",58463232,USD,8.99,663,5,5,4,3.14.1,4,"Photo & Video",37,5,1,1
366247306,Sudoku,71002112,USD,0,359832,17119,4.5,5,5.4,4,Games,40,5,7,1
366562751,"StubHub - Tickets to Sports, Concerts and Theatre",112609280,USD,0,9011,49,3.5,4,6.5.2,4,Entertainment,37,5,6,1
366626332,"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,USD,4.99,17667,14,4.5,4,7.3,4,"Health & Fitness",37,0,15,1
366869252,"OverDrive  Library eBooks and Audiobooks",39844864,USD,0,65450,2721,4,4.5,3.6.4,4,Book,37,5,18,1
367003839,"Hotels & Vacation Rentals by Booking.com",105609216,USD,0,31261,374,4.5,4.5,14.4,4,Travel,37,5,40,1
367242040,"The Impossible Game",14160896,USD,0.99,9885,10,4,4,1.6.1,4,Games,40,0,1,1
367287593,"PrankDial - #1 Prank Call App",112515072,USD,0,11091,415,3,4.5,4.1.11,4,Entertainment,37,0,6,1
367623543,"Fox News",64705536,USD,0,132703,394,4,3,2.6,4,News,37,5,1,0
367706767,"Live Cams - HD",37161984,USD,4.99,286,25,2.5,5,2.0.100,4,Travel,24,5,1,0
368494609,"QR Reader for iPhone",54776832,USD,0,12683,108,4,4,5.9.2,12,Utilities,38,0,29,1
368677368,Uber,283852800,USD,0,49466,150,3,2,3.247.2,4,Travel,37,4,41,1
368948250,"WEB.DE Mail",101923840,USD,0,168,0,4,0,6.2,4,Productivity,37,5,2,1
369111608,iBunkoHD,40479744,USD,6.99,114,0,4,0,3.4.4,17,Book,24,5,3,1
369266386,"Hurricane Tracker For iPad",10612736,USD,2.99,2798,357,4.5,4.5,4.2,4,Weather,24,5,1,1
369692259,"6play, TV en direct et en replay",94592000,USD,0,62,0,3.5,0,4.3.7,4,Entertainment,37,5,1,1
369820957,"AudioNote - Notepad and Voice Recorder",33213440,USD,9.99,1756,53,4,5,6.3,4,Business,37,4,5,1
369838631,"Breathing Zone: Guided Breathing for Mindfulness",37140480,USD,3.99,511,57,4.5,4.5,3.1,4,"Health & Fitness",37,5,1,1
369849199,"My Virtual Girlfriend - Deluxe Dating Sim",144180224,USD,0.99,2609,9,3.5,4.5,3.62,17,Games,40,5,1,1
369970819,"Fake-A-Location Free ",7689537,USD,0,354,215,1.5,1,1.01,4,"Social Networking",43,0,1,1
370406465,"RÌ©sultats Foot en Direct",65074176,USD,0,339,7,4.5,4.5,4.0.1,4,Sports,38,0,1,1
370697773,"Chase Mobile",34950144,USD,0,34322,3167,4.5,4.5,3.62,4,Finance,24,5,1,1
370899391,"Captio - Email yourself with 1 tap",19054592,USD,1.99,162,17,4.5,4.5,2.8.1,4,Productivity,38,3,3,1
370901726,"My Vodafone",83575808,USD,0,8,1,3,1,6.5,4,Utilities,37,3,1,1
371338715,"Math Bingo",14602240,USD,2.99,4386,444,4.5,4.5,1.7,4,Education,43,5,1,1
372283316,"Sudoku +",61595648,USD,4.99,5397,476,5,5,5.4,4,Games,40,5,7,1
372513032,"Tango - Free Video Call, Voice and Chat",134848512,USD,0,75412,66,4.5,4.5,4.1.219400,17,"Social Networking",37,5,18,1
372648912,"MeetMe - Chat and Meet New People",133956608,USD,0,97072,143,4,3.5,12.1.1.0,17,"Social Networking",37,0,18,1
373185673,"WebMD for iPad",17613824,USD,0,9142,22,3.5,4,3.5,12,"Health & Fitness",26,5,1,1
373203236,"GeoBee Challenge HD by National Geographic",35975168,USD,1.99,1957,958,4.5,4.5,2.2,4,Games,40,5,1,1
373236724,"OPlayer HD - video player, classic media streaming",127020032,USD,4.99,2944,40,4,4.5,3.3,17,Entertainment,24,5,29,1
373311252,TouchRetouch,27962368,USD,1.99,588,54,4,4,4.0.1,4,"Photo & Video",37,0,14,1
373342398,"Cat Physics",14824448,USD,1.99,40552,238,4.5,4.5,1.26.1,4,Games,40,3,1,1
377342622,"360 Panorama",7954432,USD,1.99,10463,193,4.5,3.5,4.4.3,4,"Photo & Video",38,5,3,1
